//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop1id,Drop1per,Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1171,   IceLizard,   IceLizard,   180,   7500,   0,   0,   0,   2,   80,   180,   35,   15,   30,   30,   20,   30,   25,   60,   1,   1,   1,   3,   23,   175,   600,   1600,   672,   480,   676,   5000,      701,   5000,      625,   100,      4026,   100,      610,   100,      618,   100,      619,   100,      0,   0,      627,   100,   0,   0,    0,    0,    0,    0,    0,    0,   2,      30
1172,   FallenLord,      FallenLord,      150,   12000,   0,   0,   0,   2,   185,   435,   5,   20,   40,   3,   25,   5,   80,   45,   1,   1,   1,   0,   49,   133,   300,   1200,   672,   300,   588,   40,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   4,      50
1173,   Tritan,      Tritan,      150,   6000,   0,   0,   0,   2,   155,   198,   5,   20,   40,   3,   25,   5,   80,   45,   1,   1,   1,   0,   49,   137,   300,   1200,   672,   300,   8022,   40,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   4,      50
1174,   Bibi,      Bibi,      150,   6000,   0,   0,   0,   2,   180,   450,   5,   20,   40,   3,   25,   5,   80,   45,   1,   1,   1,   0,   49,   131,   300,   1200,   672,   300,   524,   500,      631,   1000,      663,   500,      663,   500,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   4,      50
1175, Ukar, Ukar, 150, 6000, 0, 0, 0, 2, 180, 450, 5, 20, 40, 3, 25, 5, 80, 45, 1, 1, 1, 6, 49, 131, 300, 1200, 672, 300, 625, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 50
1176, UkarWarrior, UkarWarrior, 150, 6000, 0, 0, 0, 2, 180, 450, 5, 20, 40, 3, 25, 5, 80, 45, 1, 1, 1, 6, 49, 131, 300, 1200, 672, 300, 645, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 50
1179,   AngelMale,      AngelMale, 250, 10000, 0, 0, 0, 3, 300, 650, 5, 80, 35, 20, 25, 35, 50, 40, 1, 1, 1, 8, 20, 131, 300, 1800, 672, 300, 730, 400, 4002, 50, 8032, 40, 3302, 40, 3301, 40, 3437, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 50
1180, AngelFemale, AngelFemale, 250, 10000, 0, 0, 0, 3, 300, 650, 5, 80, 35, 20, 25, 35, 50, 40, 1, 1, 1, 8, 20, 131, 300, 1800, 672, 300, 730, 400, 4002, 50, 8032, 40, 3302, 40, 3301, 40, 3068, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 50
1181,   GreenFairy,      GreenFairy, 140, 3500, 0, 0, 0, 1, 80, 120, 2, 10, 70, 40, 90, 10, 40, 50, 1, 1, 1, 0, 20, 131, 500, 800, 672, 480, 526, 400, 701, 400, 730, 400, 804, 400, 8037, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  0,  0,  0,  0,  0,  0, 1, 40
1182, RedAssassin, RedAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900, 757, 30, 756, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1183,   GreenAssassin,      GreenAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900, 757, 30, 8166, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1184,   DarkBlueAssassin,      DarkBlueAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900, 757, 30, 8187, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1185,   YellowAssassin,      YellowAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900, 757, 30, 8178, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1186,   LightBlueAssassin,      LightBlueAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900, 757, 30, 8184, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1187,   PinkAssassin,      PinkAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900,757,30, 8181, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1188,   BlackAssassin,      BlackAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900,757,30, 756, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1189,   OrangeAssassin,      OrangeAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900,757,30, 8172, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1190,   PurpleAssassin,      PurpleAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900,757,30, 8175, 40,568,500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1191,   DarkGreenAssassin,      DarkGreenAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900,757,30, 8169, 40,568,500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1192,   TealAssassin,      TealAssassin, 110, 25000, 0, 0, 0, 3, 275, 355, 20, 15, 30, 85, 40, 30, 70, 50, 1, 1, 1, 7, 29, 133, 180, 872, 672, 900,757, 30, 756, 40, 568, 500, 567, 500, 685, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
1193,   SandWyvern,      SandWyvern,   140,   1000,   0,   0,   0,   1,   80,   120,   2,   10,   20,   40,   10,   10,   40,   50,   1,   1,   1,   0,   20,   137,   400,   1100,   672,   480,   0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   1,      40
1194,   IceWyvern,      IceWyvern,   140,   1000,   0,   0,   0,   1,   80,   120,   2,   10,   20,   40,   10,   10,   40,   50,   1,   1,   1,   0,   20,   137,   500,   1100,   672,   480,   0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   1,      40
1195,   AvalonWyvern,      AvalonWyvern,   140,   1000,   0,   0,   0,   1,   80,   120,   2,   10,   20,   40,   10,   10,   40,   50,   1,   1,   1,   0,   20,   131,   600,   1100,   672,   480,   0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   1,      40
1196,   RedWyvern,      RedWyvern,   140,   1000,   0,   0,   0,   1,   80,   120,   2,   10,   20,   40,   10,   10,   40,   50,   1,   1,   1,   0,   20,   175,   350,   1100,   672,   480,   0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   1,      40
1197,   GrassWyvern,      GrassWyvern,   140,   1000,   0,   0,   0,   1,   80,   120,   2,   10,   20,   40,   10,   10,   40,   50,   1,   1,   1,   0,   20,   137,   500,   1100,   672,   480,   0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   1,      40
1198,   BlackWyvern,      BlackWyvern,   250,   10000,   0,   0,   0,   2,   100,   500,   40,   20,   35,   40,   25,   25,   35,   50,   1,   1,   1,   0,   20,   131,   250,   1500,   672,   480,   0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,      0,   0,   0,   0,    0,    0,    0,    0,    0,    0,   1,      40
1199, Bastax, Bastax, 127, 48044, 0, 0, 0, 3, 339, 364, 50, 92, 1, 29, 55, 255, 255, 255, 4, 5, 1, 0, 69, 181, 220, 1200, 672, 50, 3390, 40, 644, 100, 2186, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1200,   LordScorpiuz,            LordScorpiuz,       127,    58044, 0, 0, 0, 3, 339, 364, 50, 92, 1, 29, 55, 255, 255, 255, 4, 5, 1, 0, 69, 181, 220, 1200, 672, 50, 889, 40, 2116, 100, 8033, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1224, GoldenScorpion, GoldenScorpion, 100, 3000, 0, 0, 0, 1, 100, 150, 20, 35, 15, 20, 10, 10, 50, 28, 1, 1, 1, 2, 20, 139, 800, 1000, 672, 480, 529, 3000, 529, 1500, 518, 900, 568, 180, 706, 100, 568, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40
